Timestamp,Source_IP,Destination_Port,Request_Type,Protocol,Payload_Size,User_Agent,Status,Intrusion,Scan_Type
01-06-2025 01:24,192.168.122.215,155.67.189.96:143,FTP,ICMP,561,Java/11.0.10,Failure,1,SQLInjection
01-06-2025 01:28,192.168.51.66,155.22.56.72:14201,Telnet,UDP,1821,Go-http-client/1.1,Success,1,DDoS
01-06-2025 01:32,192.168.170.95,210.75.52.196:3389,RDP,TCP,2538,nmap/7.80,Failure,1,BotAttack
01-06-2025 01:42,192.168.222.96,166.148.238.244:143,FTP,TCP,1574,Java/11.0.10,Failure,1,SQLInjection
01-06-2025 01:44,192.168.248.115,119.10.233.204:445,IMAP,UDP,1217,Wget/1.20,Failure,1,DDoS
01-06-2025 01:52,192.168.36.182,136.152.243.119:445,FTP,UDP,2059,PostmanRuntime/7.26,Success,0,Normal
01-06-2025 01:53,192.168.159.88,192.168.115.47:143,Telnet,ICMP,680,Mozilla/5.0,Failure,1,BruteForce
01-06-2025 01:54,192.168.207.72,192.168.235.168:3306,POP3,UDP,623,PostmanRuntime/7.26,Success,1,DDoS
01-06-2025 01:57,192.168.206.194,192.168.33.184:25,HTTPS,TCP,1581,Apache-HttpClient/4.5,Success,1,BruteForce
01-06-2025 01:57,192.168.194.139,49.3.218.142:110,FTP,TCP,317,Java/11.0.10,Success,0,Normal
01-06-2025 02:02,192.168.155.41,116.159.153.197:53,FTP,UDP,2692,okhttp/4.9.0,Failure,1,SQLInjection
01-06-2025 02:06,192.168.135.103,107.162.27.116:8443,HTTPS,ICMP,2227,Wget/1.20,Failure,1,SQLInjection
01-06-2025 02:09,192.168.64.158,192.168.134.7:14352,FTP,TCP,1701,Wget/1.20,Failure,1,BruteForce
01-06-2025 02:15,192.168.128.42,217.109.186.127:53,RDP,TCP,1542,curl/7.68.0,Failure,1,BruteForce
01-06-2025 02:16,192.168.227.147,139.95.42.230:49780,SSH,UDP,705,Apache-HttpClient/4.5,Failure,1,BruteForce
01-06-2025 02:17,192.168.72.39,192.168.13.241:23,DNS,TCP,2669,python-requests/2.25,Success,1,BruteForce
01-06-2025 02:21,192.168.201.94,192.168.70.142:41693,RDP,ICMP,1837,Wget/1.20,Failure,1,BruteForce
01-06-2025 02:41,192.168.5.207,192.168.48.218:8080,HTTP,ICMP,2338,nmap/7.80,Failure,1,PortScan
01-06-2025 02:41,192.168.170.167,84.43.212.252:5432,HTTPS,UDP,2861,PostmanRuntime/7.26,Failure,1,BruteForce
01-06-2025 02:48,192.168.214.54,45.99.88.61:143,FTP,ICMP,2502,curl/7.68.0,Failure,1,XSS
01-06-2025 02:48,192.168.5.252,192.168.119.8:23,HTTP,TCP,1146,python-requests/2.25,Success,1,PortScan
01-06-2025 02:49,192.168.133.201,116.154.97.191:21,HTTPS,ICMP,2994,curl/7.68.0,Success,0,Normal
01-06-2025 02:50,192.168.75.77,183.140.151.102:8080,SMTP,TCP,2483,Go-http-client/1.1,Failure,1,XSS
01-06-2025 02:50,192.168.101.161,30.125.9.131:22,POP3,ICMP,1282,okhttp/4.9.0,Success,0,Normal
01-06-2025 02:51,192.168.250.157,210.244.63.1:46834,IMAP,UDP,1812,Mozilla/5.0,Success,1,DDoS
01-06-2025 03:05,192.168.90.202,206.178.19.105:15349,HTTPS,TCP,749,python-requests/2.25,Failure,1,SQLInjection
01-06-2025 03:07,192.168.133.68,192.168.175.252:3389,Telnet,UDP,2431,Apache-HttpClient/4.5,Failure,1,SQLInjection
01-06-2025 03:07,192.168.101.29,37.138.167.148:53,HTTPS,TCP,120,okhttp/4.9.0,Success,1,XSS
01-06-2025 03:08,192.168.81.68,165.227.220.67:8080,POP3,UDP,1902,okhttp/4.9.0,Failure,1,SQLInjection
01-06-2025 03:11,192.168.66.34,192.168.235.62:27017,FTP,TCP,589,Mozilla/5.0,Failure,1,PortScan
01-06-2025 03:14,192.168.84.59,192.168.56.233:443,Telnet,UDP,2174,Java/11.0.10,Success,0,Normal
01-06-2025 03:19,192.168.118.178,158.252.30.176:63896,FTP,TCP,2193,Mozilla/5.0,Failure,1,BotAttack
01-06-2025 03:26,192.168.162.223,192.168.211.122:23,HTTP,UDP,2314,python-requests/2.25,Success,0,Normal
01-06-2025 03:28,192.168.144.6,174.138.232.245:3389,HTTP,TCP,2438,Wget/1.20,Success,1,PortScan
01-06-2025 03:31,192.168.211.251,163.205.20.43:56893,IMAP,ICMP,2761,Java/11.0.10,Success,1,BotAttack
01-06-2025 03:32,192.168.206.173,192.168.154.24:143,IMAP,TCP,1773,okhttp/4.9.0,Success,1,XSS
01-06-2025 03:34,192.168.214.14,148.74.232.28:3306,Telnet,TCP,2665,PostmanRuntime/7.26,Success,1,PortScan
01-06-2025 03:43,192.168.124.12,192.168.24.147:443,RDP,ICMP,810,Go-http-client/1.1,Success,1,PortScan
01-06-2025 03:49,192.168.95.165,192.168.222.91:443,SSH,UDP,249,nmap/7.80,Failure,1,PortScan
01-06-2025 03:55,192.168.40.41,147.122.18.253:143,Telnet,UDP,1835,Java/11.0.10,Failure,1,BotAttack
01-06-2025 03:59,192.168.219.184,196.41.103.145:8080,HTTP,UDP,1630,python-requests/2.25,Success,1,PortScan
01-06-2025 04:01,192.168.87.161,156.131.91.107:445,HTTPS,ICMP,722,python-requests/2.25,Failure,1,DDoS
01-06-2025 04:02,192.168.118.55,22.149.44.174:43307,FTP,UDP,2464,curl/7.68.0,Failure,1,BruteForce
01-06-2025 04:05,192.168.101.67,192.168.147.53:53,SSH,ICMP,1755,Wget/1.20,Success,1,DDoS
01-06-2025 04:07,192.168.170.255,192.168.193.205:23,DNS,TCP,1840,nmap/7.80,Success,1,DDoS
01-06-2025 04:22,192.168.4.11,41.122.197.23:25,RDP,ICMP,2358,PostmanRuntime/7.26,Success,1,DDoS
01-06-2025 04:23,192.168.246.188,21.237.192.239:21,RDP,ICMP,440,nmap/7.80,Success,1,DDoS
01-06-2025 04:28,192.168.251.78,123.160.34.115:27619,DNS,UDP,2516,Java/11.0.10,Failure,0,Normal
01-06-2025 04:34,192.168.247.5,115.62.238.213:22,SSH,ICMP,1000,Mozilla/5.0,Failure,1,PortScan
01-06-2025 04:36,192.168.11.197,192.168.150.96:2613,HTTPS,ICMP,2122,python-requests/2.25,Failure,1,SQLInjection
01-06-2025 04:37,192.168.220.74,192.168.88.144:8443,POP3,UDP,1240,Go-http-client/1.1,Failure,0,Normal
01-06-2025 04:38,192.168.154.196,192.168.176.77:80,IMAP,UDP,1398,Mozilla/5.0,Success,1,BotAttack
01-06-2025 04:38,192.168.211.211,133.19.86.245:143,IMAP,TCP,514,okhttp/4.9.0,Success,0,Normal
01-06-2025 04:40,192.168.70.60,151.65.253.78:80,SMTP,ICMP,342,Go-http-client/1.1,Failure,1,SQLInjection
01-06-2025 04:48,192.168.23.173,194.52.102.240:30923,DNS,UDP,2586,curl/7.68.0,Failure,1,SQLInjection
01-06-2025 04:48,192.168.156.192,192.168.174.11:3306,DNS,TCP,2398,Go-http-client/1.1,Failure,1,BotAttack
01-06-2025 04:57,192.168.73.45,192.168.124.76:51492,HTTP,ICMP,140,PostmanRuntime/7.26,Success,0,Normal
01-06-2025 05:06,192.168.4.67,165.49.210.133:24482,SSH,UDP,1963,curl/7.68.0,Failure,1,PortScan
01-06-2025 05:08,192.168.54.137,192.168.140.180:28634,DNS,UDP,1614,python-requests/2.25,Success,1,XSS
01-06-2025 05:13,192.168.8.255,161.228.94.39:3306,RDP,TCP,1593,Java/11.0.10,Failure,1,XSS
01-06-2025 05:16,192.168.123.24,219.190.9.184:8080,FTP,UDP,1560,Java/11.0.10,Success,1,XSS
01-06-2025 05:17,192.168.248.128,192.168.146.158:21,DNS,ICMP,384,Mozilla/5.0,Failure,1,PortScan
01-06-2025 05:28,192.168.153.114,215.32.247.128:5432,Telnet,UDP,1057,okhttp/4.9.0,Failure,1,BotAttack
01-06-2025 05:28,192.168.252.33,192.168.185.181:443,SMTP,UDP,682,curl/7.68.0,Success,0,Normal
01-06-2025 05:30,192.168.254.179,23.7.38.202:53,HTTP,ICMP,1639,Mozilla/5.0,Failure,1,XSS
01-06-2025 05:36,192.168.243.188,218.23.82.83:3306,RDP,ICMP,2547,Go-http-client/1.1,Success,1,PortScan
01-06-2025 05:38,192.168.224.70,192.168.103.72:37015,FTP,UDP,2805,Go-http-client/1.1,Failure,1,XSS
01-06-2025 05:41,192.168.145.162,201.150.143.15:80,SSH,UDP,1566,nmap/7.80,Failure,1,BruteForce
01-06-2025 05:42,192.168.2.232,209.156.79.30:8443,DNS,TCP,896,curl/7.68.0,Success,1,SQLInjection
01-06-2025 05:43,192.168.176.97,192.168.27.178:23,SMTP,UDP,2032,python-requests/2.25,Failure,1,BruteForce
01-06-2025 05:44,192.168.40.101,114.183.19.142:23,HTTP,UDP,2874,PostmanRuntime/7.26,Success,0,Normal
01-06-2025 05:44,192.168.35.197,19.209.171.129:443,Telnet,TCP,1208,Go-http-client/1.1,Success,0,Normal
01-06-2025 05:45,192.168.155.5,55.105.70.148:110,HTTPS,UDP,2326,Mozilla/5.0,Failure,1,PortScan
01-06-2025 05:55,192.168.219.34,192.168.46.174:143,SSH,ICMP,1070,Apache-HttpClient/4.5,Failure,1,SQLInjection
01-06-2025 05:57,192.168.53.238,80.236.22.150:3306,HTTP,UDP,1796,nmap/7.80,Success,0,Normal
01-06-2025 05:57,192.168.55.60,192.168.216.241:3306,IMAP,ICMP,1471,Wget/1.20,Success,1,XSS
01-06-2025 06:01,192.168.166.83,107.101.27.237:8080,HTTP,TCP,827,Wget/1.20,Success,1,DDoS
01-06-2025 06:09,192.168.79.114,173.100.42.122:53257,Telnet,ICMP,101,nmap/7.80,Failure,1,XSS
01-06-2025 06:15,192.168.65.145,47.159.134.89:23,HTTPS,ICMP,2638,PostmanRuntime/7.26,Failure,1,BruteForce
01-06-2025 06:19,192.168.29.27,192.168.97.30:143,SSH,TCP,1625,Wget/1.20,Failure,1,BruteForce
01-06-2025 06:20,192.168.237.7,192.168.97.224:63416,Telnet,ICMP,1102,Mozilla/5.0,Success,1,DDoS
01-06-2025 06:26,192.168.118.103,78.174.123.169:3306,HTTP,ICMP,895,Wget/1.20,Failure,1,BruteForce
01-06-2025 06:32,192.168.200.222,93.169.165.201:3389,SMTP,TCP,795,python-requests/2.25,Failure,1,PortScan
01-06-2025 06:36,192.168.11.220,192.168.125.47:40102,HTTP,ICMP,1555,curl/7.68.0,Failure,1,XSS
01-06-2025 06:42,192.168.86.33,21.189.7.54:143,SMTP,TCP,232,curl/7.68.0,Success,1,SQLInjection
01-06-2025 06:42,192.168.15.132,192.168.173.4:143,POP3,UDP,215,Java/11.0.10,Success,0,Normal
01-06-2025 06:47,192.168.211.162,93.119.29.155:8443,Telnet,TCP,2428,Apache-HttpClient/4.5,Failure,1,BruteForce
01-06-2025 06:48,192.168.230.65,173.34.20.121:8443,SSH,TCP,2494,python-requests/2.25,Success,1,DDoS
01-06-2025 06:51,192.168.241.115,192.168.115.190:110,HTTPS,TCP,1673,python-requests/2.25,Success,1,DDoS
01-06-2025 06:57,192.168.78.219,125.213.68.213:6430,POP3,UDP,1424,Apache-HttpClient/4.5,Failure,1,BruteForce
01-06-2025 07:08,192.168.218.103,192.168.182.227:23,Telnet,UDP,1056,nmap/7.80,Success,1,PortScan
01-06-2025 07:09,192.168.58.235,181.66.22.104:44484,SSH,TCP,2118,nmap/7.80,Failure,1,XSS
01-06-2025 07:15,192.168.189.97,192.168.223.181:59601,DNS,ICMP,2943,okhttp/4.9.0,Success,1,BruteForce
01-06-2025 07:16,192.168.203.27,190.112.187.84:42422,FTP,TCP,1248,okhttp/4.9.0,Failure,1,DDoS
01-06-2025 07:18,192.168.40.103,10.164.20.32:445,IMAP,ICMP,1100,python-requests/2.25,Success,1,DDoS
01-06-2025 07:25,192.168.218.57,162.210.155.62:445,POP3,ICMP,1597,Mozilla/5.0,Success,0,Normal
01-06-2025 07:38,192.168.8.171,100.15.38.126:22,POP3,TCP,2626,Java/11.0.10,Failure,1,PortScan
01-06-2025 07:40,192.168.156.148,200.118.236.217:5432,IMAP,ICMP,1946,PostmanRuntime/7.26,Success,1,DDoS
01-06-2025 07:45,192.168.83.32,192.168.135.143:110,SMTP,UDP,1715,python-requests/2.25,Success,1,DDoS
01-06-2025 07:49,192.168.3.238,192.168.91.165:43404,IMAP,ICMP,1649,Apache-HttpClient/4.5,Success,1,DDoS
01-06-2025 07:54,192.168.188.117,192.168.102.190:22,HTTPS,TCP,351,Java/11.0.10,Success,1,BotAttack
01-06-2025 07:57,192.168.146.61,192.168.108.20:110,HTTP,TCP,1970,Java/11.0.10,Failure,1,BruteForce
01-06-2025 07:58,192.168.53.250,31.74.118.188:5432,FTP,TCP,584,Wget/1.20,Success,1,PortScan
01-06-2025 07:58,192.168.158.139,192.168.161.201:3389,SMTP,UDP,2890,Mozilla/5.0,Success,1,BotAttack
01-06-2025 08:09,192.168.199.92,178.141.142.191:25,FTP,UDP,1673,Apache-HttpClient/4.5,Failure,1,SQLInjection
01-06-2025 08:16,192.168.81.91,192.168.247.41:445,POP3,UDP,2385,Apache-HttpClient/4.5,Success,1,PortScan
01-06-2025 08:25,192.168.83.220,192.168.63.212:37276,SSH,UDP,2564,Mozilla/5.0,Success,1,PortScan
01-06-2025 08:30,192.168.237.134,100.33.55.175:8443,POP3,TCP,1146,Go-http-client/1.1,Failure,1,PortScan
01-06-2025 08:33,192.168.58.72,63.106.71.52:21,HTTPS,ICMP,2799,Apache-HttpClient/4.5,Failure,1,SQLInjection
01-06-2025 08:37,192.168.228.73,29.147.196.236:445,SMTP,ICMP,2617,okhttp/4.9.0,Failure,1,XSS
01-06-2025 08:43,192.168.8.227,192.168.215.94:8080,SSH,ICMP,2365,nmap/7.80,Failure,1,XSS
01-06-2025 08:44,192.168.234.187,192.168.139.77:21,SSH,UDP,1969,curl/7.68.0,Failure,1,BruteForce
01-06-2025 08:46,192.168.161.125,136.162.78.213:23,RDP,ICMP,2917,Go-http-client/1.1,Failure,1,SQLInjection
01-06-2025 08:48,192.168.183.165,192.168.239.43:42820,POP3,TCP,174,Wget/1.20,Success,1,DDoS
01-06-2025 08:58,192.168.186.173,144.204.25.106:25,SSH,TCP,888,Java/11.0.10,Success,0,Normal
01-06-2025 09:00,192.168.244.133,192.168.107.47:3389,IMAP,ICMP,1268,nmap/7.80,Failure,1,PortScan
01-06-2025 09:01,192.168.229.141,23.176.111.64:64330,HTTP,ICMP,1539,Apache-HttpClient/4.5,Failure,1,BotAttack
01-06-2025 09:08,192.168.158.9,153.124.224.210:19225,RDP,UDP,2376,curl/7.68.0,Success,1,BruteForce
01-06-2025 09:16,192.168.90.85,130.88.43.52:8443,POP3,UDP,1819,okhttp/4.9.0,Success,1,XSS
01-06-2025 09:21,192.168.167.150,125.193.49.116:23,RDP,ICMP,527,Apache-HttpClient/4.5,Success,1,PortScan
01-06-2025 09:23,192.168.231.29,192.168.45.2:27017,SMTP,TCP,733,okhttp/4.9.0,Failure,1,XSS
01-06-2025 09:25,192.168.179.119,66.122.11.57:445,HTTP,TCP,2198,okhttp/4.9.0,Failure,1,BruteForce
01-06-2025 09:29,192.168.179.56,192.168.220.56:33844,HTTP,ICMP,2676,Java/11.0.10,Success,0,Normal
01-06-2025 09:30,192.168.46.176,76.12.84.168:445,SSH,ICMP,2216,curl/7.68.0,Success,1,DDoS
01-06-2025 09:36,192.168.196.218,169.203.103.129:1785,FTP,TCP,676,okhttp/4.9.0,Failure,1,XSS
01-06-2025 09:37,192.168.74.123,101.200.70.158:4429,HTTPS,UDP,1592,okhttp/4.9.0,Failure,1,BruteForce
01-06-2025 09:40,192.168.147.42,50.153.108.250:3306,IMAP,UDP,2913,PostmanRuntime/7.26,Failure,1,XSS
01-06-2025 09:42,192.168.230.160,33.237.30.104:110,HTTPS,ICMP,1380,okhttp/4.9.0,Failure,1,SQLInjection
01-06-2025 09:54,192.168.138.19,192.168.46.16:51690,RDP,UDP,1793,okhttp/4.9.0,Failure,1,SQLInjection
01-06-2025 09:55,192.168.6.155,145.180.98.35:443,SSH,ICMP,420,Mozilla/5.0,Failure,1,BotAttack
01-06-2025 09:56,192.168.58.65,187.197.242.93:61693,SMTP,ICMP,2423,PostmanRuntime/7.26,Success,0,Normal
01-06-2025 10:00,192.168.10.196,192.168.227.47:53,HTTPS,UDP,2167,Mozilla/5.0,Failure,1,BotAttack
01-06-2025 10:08,192.168.129.254,130.59.71.131:15620,RDP,UDP,2024,okhttp/4.9.0,Failure,1,XSS
01-06-2025 10:11,192.168.193.84,168.154.110.129:8080,HTTPS,UDP,774,nmap/7.80,Success,1,DDoS
01-06-2025 10:14,192.168.220.19,11.126.162.108:80,SSH,ICMP,776,Java/11.0.10,Success,0,Normal
01-06-2025 10:14,192.168.175.215,31.32.100.24:53,SSH,ICMP,2332,curl/7.68.0,Success,1,DDoS
01-06-2025 10:20,192.168.158.206,192.168.49.230:143,Telnet,ICMP,258,nmap/7.80,Failure,1,PortScan
01-06-2025 10:27,192.168.223.115,90.4.62.205:33589,FTP,ICMP,701,Mozilla/5.0,Success,0,Normal
01-06-2025 10:36,192.168.84.208,154.30.30.161:8080,RDP,TCP,945,curl/7.68.0,Failure,1,SQLInjection
01-06-2025 10:37,192.168.59.157,53.133.203.182:110,SSH,ICMP,1020,Apache-HttpClient/4.5,Success,1,XSS
01-06-2025 10:38,192.168.97.204,135.252.24.84:48242,DNS,TCP,2312,Apache-HttpClient/4.5,Success,1,DDoS
01-06-2025 10:46,192.168.120.136,192.168.1.99:55682,Telnet,ICMP,2442,PostmanRuntime/7.26,Success,1,SQLInjection
01-06-2025 10:47,192.168.22.15,192.168.23.250:54026,RDP,ICMP,134,Mozilla/5.0,Success,1,DDoS
01-06-2025 11:03,192.168.162.214,73.239.25.36:30605,SMTP,TCP,2368,Java/11.0.10,Failure,1,BruteForce
01-06-2025 11:03,192.168.57.130,160.115.165.222:3306,FTP,UDP,2490,curl/7.68.0,Failure,1,BotAttack
01-06-2025 11:11,192.168.240.217,110.149.4.237:8080,Telnet,ICMP,389,curl/7.68.0,Success,1,DDoS
01-06-2025 11:16,192.168.42.122,192.168.252.16:3389,SMTP,TCP,1812,nmap/7.80,Failure,1,PortScan
01-06-2025 11:16,192.168.105.27,127.90.220.52:22,POP3,TCP,2894,Mozilla/5.0,Success,1,BotAttack
01-06-2025 11:17,192.168.98.128,192.168.66.33:80,HTTP,ICMP,1663,python-requests/2.25,Failure,1,XSS
01-06-2025 11:41,192.168.104.25,13.54.244.213:443,SMTP,UDP,481,nmap/7.80,Success,1,DDoS
01-06-2025 11:49,192.168.174.212,192.168.149.93:5432,Telnet,TCP,1318,PostmanRuntime/7.26,Success,1,DDoS
01-06-2025 11:50,192.168.54.150,217.159.104.96:8080,DNS,ICMP,1739,Java/11.0.10,Failure,1,BruteForce
01-06-2025 11:56,192.168.135.27,163.55.195.92:6955,FTP,ICMP,1610,curl/7.68.0,Failure,1,PortScan
01-06-2025 12:01,192.168.165.169,192.168.51.58:22,POP3,ICMP,1857,Go-http-client/1.1,Failure,1,SQLInjection
01-06-2025 12:01,192.168.73.155,206.167.180.139:22,IMAP,ICMP,921,Go-http-client/1.1,Success,1,DDoS
01-06-2025 12:04,192.168.155.116,10.78.243.28:8443,HTTP,UDP,1462,PostmanRuntime/7.26,Failure,1,BotAttack
01-06-2025 12:06,192.168.106.108,192.168.30.179:3389,HTTP,UDP,2569,Mozilla/5.0,Failure,1,SQLInjection
01-06-2025 12:08,192.168.99.245,106.174.74.203:53,POP3,ICMP,1732,nmap/7.80,Success,1,SQLInjection
01-06-2025 12:11,192.168.41.72,192.168.73.95:23,DNS,ICMP,1337,Apache-HttpClient/4.5,Failure,1,XSS
01-06-2025 12:13,192.168.153.13,192.168.154.63:27017,IMAP,UDP,126,nmap/7.80,Failure,1,PortScan
01-06-2025 12:24,192.168.226.139,72.82.244.18:5432,POP3,ICMP,702,Go-http-client/1.1,Failure,1,XSS
01-06-2025 12:25,192.168.55.30,192.168.140.242:5432,HTTP,UDP,1374,Apache-HttpClient/4.5,Success,1,DDoS
01-06-2025 12:25,192.168.185.181,192.168.42.140:8443,POP3,UDP,2953,python-requests/2.25,Failure,1,BruteForce
01-06-2025 12:36,192.168.38.161,192.168.46.63:51538,IMAP,UDP,2533,Go-http-client/1.1,Failure,1,BotAttack
01-06-2025 12:37,192.168.116.159,66.222.193.67:48008,POP3,ICMP,1972,nmap/7.80,Failure,1,DDoS
01-06-2025 12:37,192.168.146.204,80.110.25.21:41147,SSH,UDP,1079,Go-http-client/1.1,Success,1,XSS
01-06-2025 12:39,192.168.67.58,192.168.22.30:17088,POP3,TCP,356,curl/7.68.0,Failure,1,PortScan
01-06-2025 12:40,192.168.131.52,83.141.74.152:8080,DNS,UDP,2393,curl/7.68.0,Success,1,BruteForce
01-06-2025 12:42,192.168.115.141,186.18.241.156:443,RDP,ICMP,2801,PostmanRuntime/7.26,Success,1,BruteForce
01-06-2025 12:53,192.168.102.98,192.168.230.46:110,FTP,ICMP,2609,Mozilla/5.0,Failure,1,SQLInjection
01-06-2025 12:54,192.168.29.148,74.60.48.91:42886,POP3,TCP,1882,okhttp/4.9.0,Success,1,DDoS
01-06-2025 12:55,192.168.114.150,156.63.22.131:53,DNS,UDP,437,curl/7.68.0,Failure,1,XSS
01-06-2025 12:57,192.168.206.157,81.83.15.247:3306,DNS,UDP,1340,python-requests/2.25,Failure,1,DDoS
01-06-2025 13:00,192.168.176.27,83.187.20.106:22,SSH,TCP,2198,Wget/1.20,Failure,1,XSS
01-06-2025 13:08,192.168.246.61,138.116.135.120:110,FTP,UDP,2799,Wget/1.20,Failure,1,SQLInjection
01-06-2025 13:15,192.168.120.120,34.30.67.63:143,POP3,ICMP,1164,curl/7.68.0,Failure,1,SQLInjection
01-06-2025 13:19,192.168.175.28,192.168.37.28:23073,Telnet,UDP,2291,PostmanRuntime/7.26,Failure,1,SQLInjection
01-06-2025 13:20,192.168.107.228,90.72.228.152:27017,FTP,UDP,2290,Wget/1.20,Failure,1,PortScan
01-06-2025 13:22,192.168.102.228,192.168.157.208:5432,IMAP,ICMP,1680,Wget/1.20,Failure,1,XSS
01-06-2025 13:27,192.168.82.72,18.123.17.127:23,POP3,UDP,259,Mozilla/5.0,Failure,1,SQLInjection
01-06-2025 13:33,192.168.195.218,84.153.165.168:53825,SMTP,UDP,2812,Java/11.0.10,Success,1,DDoS
01-06-2025 13:35,192.168.145.18,92.9.51.13:8443,SSH,TCP,1869,Java/11.0.10,Failure,1,BotAttack
01-06-2025 13:38,192.168.160.233,146.166.180.213:27017,RDP,TCP,1849,okhttp/4.9.0,Failure,1,PortScan
01-06-2025 13:41,192.168.139.126,72.193.100.168:445,HTTP,UDP,2669,okhttp/4.9.0,Success,0,Normal
01-06-2025 13:41,192.168.133.219,57.112.19.219:19952,RDP,TCP,2740,okhttp/4.9.0,Failure,1,XSS
01-06-2025 13:41,192.168.120.31,120.138.111.123:56923,SMTP,TCP,802,python-requests/2.25,Success,1,SQLInjection
01-06-2025 13:55,192.168.46.112,195.228.15.32:443,POP3,UDP,1797,PostmanRuntime/7.26,Failure,1,BruteForce
01-06-2025 13:58,192.168.118.69,192.168.183.219:62029,FTP,TCP,451,python-requests/2.25,Success,0,Normal
01-06-2025 14:12,192.168.192.246,194.166.22.7:445,POP3,TCP,2326,python-requests/2.25,Success,0,Normal
01-06-2025 14:14,192.168.45.201,123.189.175.248:22,FTP,TCP,2254,okhttp/4.9.0,Failure,1,XSS
01-06-2025 14:15,192.168.35.170,211.91.152.72:80,POP3,UDP,700,Java/11.0.10,Failure,1,PortScan
01-06-2025 14:16,192.168.1.74,35.246.44.161:445,IMAP,ICMP,735,nmap/7.80,Failure,1,SQLInjection
01-06-2025 14:16,192.168.85.136,21.44.51.180:8443,HTTP,TCP,466,Java/11.0.10,Success,1,SQLInjection
01-06-2025 14:26,192.168.241.63,148.219.68.173:22,HTTP,TCP,247,nmap/7.80,Failure,1,BotAttack
01-06-2025 14:28,192.168.156.206,192.168.65.58:143,HTTP,ICMP,217,Go-http-client/1.1,Success,1,DDoS
01-06-2025 14:31,192.168.212.251,212.55.72.174:53,Telnet,ICMP,2530,nmap/7.80,Success,0,Normal
01-06-2025 14:34,192.168.70.67,110.113.107.64:25,POP3,UDP,333,Wget/1.20,Success,0,Normal
01-06-2025 14:38,192.168.15.175,192.168.174.230:445,POP3,ICMP,2887,Java/11.0.10,Failure,1,PortScan
01-06-2025 14:47,192.168.94.90,52.14.82.184:25,RDP,UDP,2158,python-requests/2.25,Success,1,BotAttack
01-06-2025 14:48,192.168.75.166,49.44.136.12:24740,SMTP,TCP,2489,Apache-HttpClient/4.5,Failure,1,PortScan
01-06-2025 14:54,192.168.35.10,192.168.152.188:8080,SSH,ICMP,1209,python-requests/2.25,Failure,1,BotAttack
01-06-2025 14:54,192.168.34.121,159.132.127.109:143,SMTP,UDP,574,okhttp/4.9.0,Success,1,PortScan
01-06-2025 15:02,192.168.107.155,146.252.165.117:110,HTTP,ICMP,1841,nmap/7.80,Success,1,DDoS
01-06-2025 15:03,192.168.81.217,194.133.254.184:42118,FTP,ICMP,2403,curl/7.68.0,Failure,1,BotAttack
01-06-2025 15:06,192.168.180.163,86.104.162.41:8443,HTTPS,ICMP,853,nmap/7.80,Failure,1,XSS
01-06-2025 15:08,192.168.214.198,195.51.157.111:16383,HTTP,UDP,279,Java/11.0.10,Success,1,DDoS
